Name;Größe;Vorname;Nachname;Downloads;Datum;Pfad
example.jpg;164278;Ulf;Krumnack;83;"20.10.2020 14:10";example.jpg
sheet00.ipynb;19968;Ulf;Krumnack;50;"20.10.2020 14:11";sheet00.ipynb
sheet00.Rmd;14229;Axel;Schaffland;12;"27.10.2020 14:11";sheet00.Rmd
sheet00_solution.ipynb;1228582;Axel;Schaffland;13;"27.10.2020 14:11";sheet00_solution.ipynb
